NU_ANO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_ESCOLA,NU_NOTA_REDACAO,TP_ST_CONCLUSAO
2019,386.3,555.9,568.8,423.7,1,580,1
2019,505.3,550.6,560.4,423.8,3,720,2
2019,412.1,490.9,507.3,462.3,2,600,2
2019,460.0,407.5,457.2,377.6,1,480,1
2019,530.8,569.6,542.9,510.8,1,720,1
2019,530.1,604.0,590.8,601.8,1,560,1
2019,614.0,633.5,603.2,714.6,1,600,1
2019,502.4,561.1,487.7,447.3,1,600,1
2019,380.3,349.8,381.6,458.7,1,500,1
2019,438.1,518.8,475.6,422.4,1,520,1
2019,514.2,486.0,539.9,513.7,2,580,2
2019,502.6,572.5,575.7,549.7,2,740,2
2019,610.5,642.1,616.6,644.2,1,760,3
2019,460.4,486.3,502.9,508.3,1,560,1
2019,453.2,524.1,504.5,404.5,2,520,2
2019,480.1,461.5,413.9,418.2,1,0,3
2019,450.3,456.5,525.4,492.5,1,600,1
2019,428.5,466.0,437.3,510.2,2,700,2
2019,586.5,559.2,618.7,405.0,1,700,1
2019,437.9,501.4,509.1,408.0,1,520,1
2019,488.8,576.9,597.2,506.6,1,560,3
2019,596.6,451.5,447.4,672.2,3,700,2
2019,531.2,365.2,592.4,493.1,1,600,1
2019,391.5,456.1,430.4,371.8,1,320,1
2019,496.2,551.6,573.5,446.2,2,680,2
2019,341.1,450.0,490.0,415.9,1,320,3
2019,528.2,565.9,578.0,683.9,1,580,1
2019,437.2,547.2,521.3,420.2,2,560,2
2019,445.5,421.5,557.7,523.6,1,580,3
2019,423.1,466.4,493.3,429.1,1,560,3
2019,488.1,450.1,560.5,486.7,1,600,1
2019,471.9,532.2,535.2,533.0,2,340,2
2019,505.0,559.0,503.5,647.3,1,960,1
2019,529.5,467.1,490.7,492.7,1,480,1
2019,400.7,485.7,459.9,401.7,1,680,1
2019,499.8,566.3,573.7,552.0,1,660,1
2019,431.6,519.9,453.3,411.0,2,580,2
2019,385.4,440.0,470.3,526.1,1,560,1
2019,455.1,408.5,390.3,395.9,2,320,2
2019,599.4,612.9,615.4,639.5,1,800,1
2019,543.6,564.9,562.2,648.6,3,580,2
2019,430.7,387.6,521.4,394.2,1,580,1
2019,445.9,370.3,473.2,628.6,1,820,1
2019,439.9,384.4,468.4,399.9,1,360,1
2019,378.4,524.2,508.6,477.2,1,580,1
2019,458.2,433.4,512.9,467.1,1,600,1
2019,439.8,529.5,561.5,490.9,1,520,1
2019,390.2,329.5,398.6,399.0,1,600,3
2019,355.8,332.2,427.6,395.0,2,580,2
2019,453.3,426.0,448.0,427.9,1,520,3
2019,471.9,464.8,513.6,454.2,2,560,2
2019,333.8,409.7,403.0,550.9,1,560,1
2019,452.0,350.7,472.5,445.6,1,540,1
2019,634.7,743.3,648.5,719.9,1,640,1
2019,583.2,605.9,563.4,601.7,3,780,2
2019,387.6,386.8,442.0,533.2,1,360,1
2019,429.0,407.7,522.8,546.9,1,540,1
2019,527.0,621.2,624.5,622.8,1,600,1
2019,387.1,409.7,488.8,387.6,1,780,1
2019,522.5,544.7,549.0,542.8,1,600,1
2019,417.4,574.3,524.3,481.1,2,440,2
2019,487.2,622.0,541.4,484.6,1,640,3
2019,536.8,410.6,468.1,427.1,2,480,2
2019,557.8,510.5,520.2,576.4,1,420,4
2019,495.3,512.9,516.9,454.0,1,560,1
2019,542.9,437.7,513.6,552.9,1,540,1
2019,451.7,460.0,502.6,390.8,1,560,3
2019,333.3,442.5,462.1,480.5,1,460,1
2019,462.0,567.2,550.9,531.3,1,640,3
2019,590.7,603.7,580.3,643.8,3,880,2
2019,546.8,570.5,541.2,581.3,1,600,1
2019,592.9,602.5,589.0,762.0,2,600,2
2019,395.9,479.4,532.9,423.5,1,380,1
2019,532.4,494.7,459.8,529.5,1,680,3
2019,533.1,532.3,569.8,619.8,2,680,2
2019,472.3,522.6,531.0,605.3,1,680,1
2019,476.7,547.8,531.3,426.9,1,720,1
2019,452.0,448.8,469.7,458.9,1,440,1
2019,360.6,353.3,416.7,370.3,1,220,3
2019,519.4,481.0,505.8,572.6,1,560,1
2019,592.4,602.7,602.4,633.7,1,800,1
2019,483.8,575.5,571.7,498.8,2,360,2
2019,511.9,348.7,443.8,447.5,1,460,1
2019,628.5,619.7,605.9,680.5,1,660,3
2019,421.3,486.2,550.0,531.0,2,740,2
2019,436.0,608.6,533.1,469.3,1,800,1
2019,483.8,452.0,468.6,516.0,1,700,1
2019,414.3,551.5,607.4,506.8,1,660,3
2019,546.3,551.5,587.3,785.7,2,940,2
2019,357.5,541.9,544.2,562.9,1,440,1
2019,474.5,450.7,490.4,509.2,1,580,1
2019,612.5,667.1,602.8,728.8,1,840,1
2019,452.7,484.4,479.9,459.6,1,660,1
2019,455.5,486.6,571.4,474.6,2,640,2
2019,570.0,578.3,557.7,668.4,1,760,1
2019,415.1,475.2,474.5,379.1,2,420,2
2019,607.2,620.9,588.4,823.1,1,940,1
2019,599.7,627.1,548.6,612.9,2,820,2
2019,562.2,614.4,603.4,752.1,1,800,3
2019,474.7,550.2,519.0,555.0,2,600,2
2019,535.7,611.6,600.9,602.7,2,700,2
2019,447.6,545.2,416.5,457.6,1,600,1
2019,522.6,558.2,541.1,520.2,1,480,1
2019,565.9,568.3,619.9,519.6,2,560,2
2019,509.3,519.2,616.7,551.2,1,620,3
2019,426.0,533.8,557.5,403.7,1,520,1
2019,597.3,598.5,580.3,722.6,2,660,2
2019,567.1,620.3,579.2,485.4,1,560,1
2019,442.8,335.6,401.8,366.9,2,400,2
2019,449.2,493.5,520.8,372.6,1,600,1
2019,424.7,485.2,457.8,426.9,1,520,1
2019,394.6,354.8,351.8,426.1,2,420,2
2019,539.4,471.0,505.5,485.0,2,540,2
2019,370.3,483.2,397.6,364.1,1,0,1
2019,515.3,611.2,587.0,640.5,3,620,2
2019,562.1,434.4,580.9,450.2,1,960,1
2019,373.8,509.3,440.0,519.3,1,520,1
2019,395.2,421.5,512.5,396.0,1,420,1
2019,564.4,536.4,605.3,673.6,1,740,1
2019,566.1,494.9,530.1,547.0,1,560,1
2019,552.5,546.2,547.7,633.3,2,640,2
2019,452.1,578.8,563.6,498.9,1,440,1
2019,485.2,513.4,559.6,579.6,1,620,1
2019,492.5,553.1,556.9,552.1,1,560,1
2019,345.3,489.2,484.7,499.6,1,440,1
2019,503.1,603.9,579.8,686.1,1,820,3
2019,380.5,381.4,392.4,403.8,1,600,1
2019,392.0,440.1,512.0,471.7,1,520,1
2019,471.2,541.9,598.7,560.7,2,640,2
2019,430.4,558.2,541.0,615.0,1,600,1
2019,554.7,614.4,609.3,593.1,2,600,2
2019,367.7,361.4,503.0,421.4,2,400,2
2019,538.9,580.1,546.8,673.5,1,760,1
2019,490.3,465.6,479.6,381.9,2,520,2
2019,386.0,547.7,537.9,390.4,1,560,1
2019,390.2,409.2,488.0,408.9,1,0,1
2019,394.1,520.5,518.8,515.7,1,480,1
2019,492.9,587.4,597.9,658.3,2,660,2
2019,531.3,442.1,487.3,559.1,1,700,1
2019,647.2,634.3,634.3,771.1,3,940,2
2019,367.0,428.8,502.1,525.8,2,560,2
2019,531.3,543.0,566.7,701.2,2,660,2
2019,459.8,553.7,507.9,596.1,1,680,1
2019,438.1,412.7,503.9,610.4,1,700,1
2019,462.3,542.5,534.5,473.7,1,660,1
2019,416.5,408.9,414.7,444.6,1,380,1
2019,372.8,566.2,547.3,407.7,1,500,3
2019,577.1,621.1,562.7,632.8,1,580,1
2019,564.8,605.4,580.3,658.1,1,860,1
2019,472.8,551.1,520.6,583.3,3,580,2
2019,392.9,507.2,605.2,496.7,1,560,1
2019,624.4,644.6,589.4,746.5,1,900,1
2019,548.8,577.1,582.6,614.4,2,700,2
2019,533.6,584.3,515.3,505.5,1,840,1
2019,481.3,449.0,469.7,489.2,1,620,1
2019,474.7,496.6,528.7,428.8,1,600,1
2019,476.8,528.0,499.8,505.2,1,400,3
2019,454.6,487.3,464.4,392.7,1,540,1
2019,395.3,366.7,442.3,514.8,2,480,2
2019,622.0,640.6,605.3,679.4,1,860,1
2019,375.4,486.5,529.2,469.9,1,760,1
2019,587.7,603.5,603.5,714.9,1,800,3
2019,478.9,597.9,574.7,541.6,2,620,2
2019,399.5,495.5,512.6,566.3,2,680,2
2019,517.1,545.8,585.6,594.0,1,560,1
2019,424.2,422.3,463.1,391.2,3,600,2
2019,466.3,533.4,536.7,444.2,1,680,1
2019,550.1,588.7,600.0,639.9,1,780,1
2019,573.2,587.9,585.2,597.6,3,560,2
2019,526.7,582.8,642.1,661.3,1,960,1
2019,450.2,519.7,543.2,461.9,2,620,2
2019,627.7,667.1,617.1,751.5,1,700,1
2019,476.4,549.2,567.9,682.1,1,700,1
2019,382.6,357.6,421.0,467.3,1,380,1
2019,450.7,379.5,507.6,449.3,1,300,1
2019,468.6,528.5,481.4,619.7,1,720,1
2019,436.6,415.3,457.7,437.9,2,480,2
2019,463.6,427.1,482.1,380.9,2,440,2
2019,526.9,581.0,504.7,586.3,2,660,2
2019,568.7,656.6,565.1,687.4,1,760,1
2019,390.7,415.6,440.2,512.6,2,420,2
2019,450.5,370.0,460.1,455.4,2,0,2
2019,459.7,564.5,564.4,723.8,1,800,3
2019,497.5,554.1,523.4,553.3,1,520,1
2019,354.5,493.1,487.7,518.0,1,600,1
2019,470.7,356.6,401.0,427.6,1,540,1
2019,430.8,486.6,550.8,560.5,1,520,1
2019,536.3,579.2,596.5,398.6,1,620,1
2019,525.6,605.6,595.1,638.9,1,540,1
2019,460.7,406.3,459.4,424.4,2,520,2
2019,624.9,615.9,635.1,720.2,1,560,1
2019,436.7,455.0,434.5,394.1,1,620,1
2019,514.2,415.4,498.4,401.1,1,380,1
2019,466.3,605.7,591.0,666.3,2,740,2
2019,470.1,442.9,535.8,583.3,2,320,2
2019,445.6,506.2,521.6,391.6,2,460,2
2019,451.6,468.0,548.6,439.9,2,780,2
2019,484.4,493.4,502.2,392.5,1,740,1
2019,487.5,465.5,521.4,428.5,1,480,1
2019,616.2,676.3,614.1,769.5,1,800,1
2019,402.7,451.4,389.9,503.3,1,0,3
2019,447.7,384.0,507.9,478.6,1,580,1
2019,529.4,588.8,567.7,501.8,2,700,2
2019,535.6,553.5,566.0,514.2,1,600,1
2019,538.9,549.0,538.7,424.3,1,620,3
2019,657.8,639.2,658.9,773.4,3,900,2
2019,503.0,454.1,505.1,488.7,2,660,2
2019,445.3,518.3,549.6,583.1,2,820,2
2019,345.6,405.4,493.0,503.0,2,440,2
2019,524.6,488.2,503.3,584.1,1,760,1
2019,447.7,507.7,552.0,539.6,1,760,1
2019,644.8,693.6,630.4,770.1,3,920,2
2019,569.5,581.1,579.3,640.2,1,800,1
2019,520.6,613.7,585.3,597.5,3,780,2
2019,520.5,579.7,534.0,410.6,1,580,1
2019,403.1,442.0,460.6,418.7,1,380,1
2019,603.3,604.3,576.0,741.2,2,940,2
2019,484.2,485.2,517.0,552.8,2,600,2
2019,452.2,516.2,532.6,457.3,2,880,2
2019,624.1,661.5,648.6,803.7,1,960,1
2019,389.7,497.4,447.4,520.9,1,340,1
2019,463.9,550.5,548.4,608.4,3,620,2
2019,369.9,354.2,395.2,466.9,2,440,2
2019,453.9,574.6,598.4,668.7,2,740,2
2019,363.4,457.4,507.0,444.8,1,560,1
2019,402.3,364.4,400.8,375.9,2,400,2
2019,620.9,637.7,623.3,747.7,3,840,2
2019,418.6,495.7,476.6,379.3,1,420,3
2019,437.5,460.1,551.8,399.4,2,580,2
2019,472.2,490.3,477.9,430.0,1,560,1
2019,394.7,489.7,451.1,405.0,1,340,1
2019,465.2,531.2,535.3,631.3,2,800,2
2019,359.3,393.3,416.0,390.5,1,420,3
2019,384.4,550.3,545.0,435.8,2,520,2
2019,517.1,584.0,565.7,608.0,1,600,1
2019,605.9,660.7,611.7,714.5,1,820,1
2019,462.8,420.4,520.7,517.5,1,600,1
2019,569.3,625.8,622.8,576.6,1,680,1
2019,432.5,463.2,340.2,388.1,2,540,2
2019,429.3,446.3,549.7,389.1,2,540,2
2019,456.7,466.0,418.4,505.4,2,260,2
2019,549.4,532.1,443.4,431.6,2,580,2
2019,555.0,570.7,549.5,613.7,1,440,1
2019,375.9,452.4,532.4,485.7,2,600,2
2019,477.8,568.1,582.0,503.7,2,680,2
2019,462.5,362.9,398.7,374.8,1,320,1
2019,513.7,460.3,490.9,469.2,1,580,1
2019,421.8,534.1,502.5,514.7,1,480,1
2019,405.9,490.3,496.5,447.3,1,440,1
2019,384.9,384.3,404.3,438.1,1,0,1
2019,494.8,523.8,546.7,603.7,2,620,2
2019,558.2,584.1,491.2,685.6,1,580,1
2019,506.5,396.1,411.9,440.6,1,480,3
2019,481.8,685.6,593.5,397.6,1,480,1
2019,504.2,557.8,582.4,477.2,1,540,1
2019,451.5,521.5,531.9,473.6,1,380,1
2019,341.1,494.0,478.2,459.9,1,480,3
2019,396.0,440.4,560.5,444.0,1,560,1
2019,579.4,642.8,630.0,734.2,1,860,3
2019,541.6,557.9,558.8,627.6,1,840,3
2019,450.9,507.5,510.0,400.9,1,400,1
2019,515.6,526.0,496.1,415.3,1,600,1
2019,395.8,454.7,521.8,435.4,2,600,2
2019,473.9,488.2,515.1,483.6,2,820,2
2019,685.5,617.9,606.3,806.1,1,920,1
2019,413.4,481.2,504.2,480.6,1,560,1
2019,447.6,507.7,494.6,605.9,1,900,3
2019,525.1,538.6,526.4,523.9,1,540,1
2019,433.5,420.9,522.1,624.9,2,860,2
2019,375.2,345.0,398.1,406.1,1,480,1
2019,427.8,521.1,556.3,472.0,2,560,2
2019,427.9,445.4,503.6,547.0,1,560,1
2019,404.3,447.6,436.4,406.8,2,220,2
2019,401.9,483.5,327.4,399.5,1,440,1
2019,608.7,569.7,576.7,669.2,3,840,2
2019,457.0,562.3,515.1,366.4,1,500,1
2019,402.9,452.8,459.9,473.7,2,300,2
2019,476.6,485.4,461.8,463.4,1,620,1
2019,601.0,619.7,570.4,718.6,1,720,1
2019,593.3,565.4,570.8,642.2,1,520,1
2019,397.7,457.1,380.4,455.1,1,500,1
2019,385.7,389.9,445.5,571.4,2,400,2
2019,459.4,452.4,509.8,529.9,1,460,3
2019,382.2,513.8,552.9,443.4,1,620,1
2019,543.4,483.9,531.3,635.9,1,560,3
2019,407.5,533.2,502.0,416.3,1,760,1
2019,451.9,470.9,467.3,497.3,1,600,1
2019,368.7,464.9,464.3,503.3,1,540,1
2019,404.0,420.4,406.4,469.2,1,560,1
2019,375.3,495.4,515.6,513.6,1,500,1
2019,527.1,592.6,554.7,636.7,1,700,1
2019,526.6,506.7,562.0,642.9,3,620,2
2019,548.1,561.4,559.8,426.6,2,580,2
2019,425.6,429.3,360.8,413.1,2,0,2
2019,565.8,540.1,570.2,542.6,1,740,1
2019,600.4,629.7,599.3,704.1,3,620,2
2019,456.9,561.5,505.9,526.4,2,340,2
2019,612.5,666.9,595.9,607.7,1,680,1
2019,455.0,529.4,545.1,497.5,2,560,2
2019,552.4,616.8,610.2,576.5,1,300,1
2019,412.9,433.4,424.0,425.3,1,500,1
2019,686.9,753.9,672.8,867.0,3,960,2
2019,418.1,453.9,519.4,371.1,2,540,2
2019,407.4,399.8,507.4,416.3,1,600,1
2019,421.1,356.7,491.3,416.3,1,600,1
2019,677.9,679.0,625.5,799.6,1,920,1
2019,433.5,416.8,473.1,542.0,1,500,1
2019,492.2,501.7,520.7,434.3,2,660,2
2019,506.4,541.3,541.1,568.7,1,740,1
2019,553.1,434.1,567.5,460.0,1,360,3
2019,346.5,450.1,433.7,442.5,1,400,3
2019,590.0,687.2,580.5,713.7,1,940,1
2019,560.0,583.2,577.6,644.0,3,760,2
2019,368.3,390.9,436.5,365.5,1,480,4
2019,507.7,389.1,417.7,456.8,1,660,1
2019,474.7,531.7,464.9,377.3,1,520,1
2019,436.5,464.0,506.0,550.2,1,580,1
2019,453.1,496.0,547.5,481.6,2,560,2
2019,538.8,536.1,544.7,660.6,2,320,2
2019,432.7,452.5,425.4,402.1,1,380,1
2019,416.4,404.8,408.7,535.9,1,480,1
2019,454.1,491.0,384.3,362.3,1,500,1
2019,532.4,596.3,549.8,521.7,1,580,1
2019,481.9,486.8,456.2,371.8,2,460,2
2019,340.8,456.8,491.5,420.7,1,540,1
2019,462.2,550.8,491.1,397.7,1,480,1
2019,451.2,460.7,485.7,364.8,1,560,1
2019,416.2,514.7,537.3,400.3,2,480,2
2019,352.2,415.8,505.3,466.1,2,400,2
2019,399.5,372.3,460.0,541.2,1,600,1
2019,543.6,558.8,552.0,643.5,1,600,1
2019,561.1,545.9,563.3,625.3,1,620,3
2019,435.4,440.9,495.4,371.1,1,580,1
2019,542.2,547.0,562.3,507.9,2,480,2
2019,352.7,396.4,483.8,564.8,1,580,1
2019,561.7,548.0,547.3,681.2,2,580,2
2019,514.0,556.1,549.7,691.1,2,680,2
2019,578.3,569.5,588.3,603.6,1,580,3
2019,496.4,580.7,606.9,603.7,1,540,1
2019,344.0,486.8,412.3,549.7,1,480,1
2019,502.4,449.9,374.7,404.5,1,620,1
2019,434.8,464.0,525.4,463.1,1,640,1
2019,571.6,576.6,638.0,726.6,1,660,1
2019,374.9,362.6,493.8,469.4,2,560,2
2019,419.5,395.9,459.2,418.5,1,660,1
2019,429.8,505.4,426.7,570.0,2,600,2
2019,434.4,476.0,537.4,653.6,3,840,2
2019,466.2,489.0,472.4,419.8,1,420,1
2019,654.4,672.0,658.2,780.4,1,900,1
2019,462.6,503.0,478.9,392.2,1,560,1
2019,464.9,452.5,457.7,451.5,1,780,1
2019,433.4,565.2,561.1,399.7,2,620,2
2019,469.9,599.5,553.0,522.5,1,680,1
2019,474.7,580.6,550.2,514.6,1,600,1
2019,346.4,381.4,363.1,389.0,2,0,2
2019,647.4,683.5,615.3,907.3,1,980,1
2019,432.9,466.6,532.9,476.1,1,560,3
2019,372.6,429.4,398.6,412.6,1,460,1
2019,436.3,501.9,546.8,447.6,2,520,2
2019,574.8,584.4,547.6,447.9,1,720,1
2019,513.5,514.0,551.2,613.9,1,460,1
2019,492.8,628.7,592.8,650.1,1,760,3
2019,535.4,620.0,611.0,505.5,1,600,1
2019,526.9,575.5,544.2,598.6,1,640,1
2019,492.0,517.7,482.1,461.8,1,940,1
2019,509.4,590.1,439.9,488.5,1,560,1
2019,397.7,359.2,432.8,491.8,2,0,2
2019,612.2,693.6,616.8,733.7,1,840,1
2019,411.4,495.5,506.8,399.0,1,440,1
2019,527.5,538.7,528.5,491.1,1,600,1
2019,349.5,374.0,498.5,472.4,2,640,2
2019,546.9,488.4,558.2,457.1,1,480,1
2019,512.4,552.6,588.3,582.2,2,600,2
2019,443.2,562.8,527.4,460.5,1,520,1
2019,570.4,596.3,595.6,646.1,1,820,1
2019,437.9,360.0,446.7,516.5,2,580,2
2019,443.7,464.5,462.3,408.4,2,740,2
2019,397.3,403.6,457.7,417.0,1,460,1
2019,450.6,572.8,509.8,409.9,2,560,2
2019,349.1,422.2,434.8,396.2,1,480,1
2019,357.8,401.4,473.8,396.8,3,340,2
2019,395.3,413.5,438.1,440.3,1,360,1
2019,593.2,597.6,581.1,634.7,1,880,3
2019,412.5,358.5,359.3,434.1,2,380,2
2019,435.5,429.6,421.0,430.8,2,540,2
2019,534.1,542.4,522.8,576.7,1,460,3
2019,408.4,436.5,449.9,425.9,1,240,1
2019,330.2,402.3,360.3,365.5,2,420,2
2019,369.5,569.5,542.4,540.7,1,660,1
2019,410.4,456.7,476.8,476.7,1,680,3
2019,532.6,568.6,566.1,468.4,1,540,1
2019,494.6,535.2,510.4,492.2,2,760,2
2019,391.8,358.1,380.7,460.3,2,500,2
2019,639.9,606.1,659.2,739.0,1,880,3
2019,482.6,468.6,491.3,487.8,1,520,3
2019,594.4,640.4,621.2,695.3,2,880,2
2019,479.1,588.9,563.1,598.8,1,420,1
2019,489.9,531.6,559.8,475.7,1,580,1
2019,498.1,467.9,480.5,473.3,1,460,3
2019,439.5,579.5,532.1,531.3,1,560,3
2019,424.3,521.6,514.7,553.6,1,560,1
2019,460.0,453.0,499.5,376.4,1,660,1
2019,518.5,510.7,602.7,589.5,1,720,1
2019,437.8,430.1,460.9,419.7,1,520,1
2019,511.6,521.1,537.8,542.1,1,560,1
2019,434.8,506.7,514.3,429.8,1,280,1
2019,439.1,387.4,471.9,469.0,2,480,2
2019,381.4,455.7,426.6,462.7,2,540,2
2019,623.0,642.6,578.3,581.3,1,600,1
2019,420.1,454.7,454.6,428.6,1,580,3
2019,477.9,440.2,513.5,514.6,1,640,3
2019,519.4,569.0,545.9,420.3,1,560,1
2019,538.3,525.3,527.7,478.9,3,620,2
2019,394.7,419.5,461.7,380.4,1,420,1
2019,459.1,529.4,536.5,584.8,1,0,3
2019,440.9,454.4,499.6,512.5,1,580,1
2019,530.0,634.6,562.3,491.0,2,660,2
2019,444.2,490.9,506.7,494.9,1,740,1
2019,471.4,515.9,540.2,614.1,2,540,2
2019,466.4,496.2,516.4,470.0,2,800,2
2019,560.3,560.4,453.8,713.9,1,860,3
2019,443.3,493.4,432.2,511.2,2,300,2
2019,475.2,518.7,512.2,684.1,1,540,1
2019,441.8,462.0,492.3,520.7,2,520,2
2019,443.7,395.5,500.6,529.9,2,500,2
2019,450.5,517.5,430.5,546.1,2,280,2
2019,457.3,514.4,544.7,713.1,1,660,1
2019,563.2,566.4,569.5,732.0,1,840,1
2019,419.6,487.2,550.4,583.0,1,620,1
2019,351.9,440.9,394.6,557.8,1,480,1
2019,542.1,560.4,585.9,439.4,1,540,1
2019,487.8,537.3,576.4,664.3,1,600,3
2019,510.2,511.2,521.3,491.4,1,560,1
2019,422.5,457.4,473.1,512.7,1,520,1
2019,514.4,554.6,552.0,582.3,2,640,2
2019,603.9,647.4,600.9,746.6,2,640,2
2019,527.3,605.1,561.5,523.0,1,760,1
2019,611.6,647.6,635.5,813.0,1,560,1
2019,409.3,482.3,455.3,472.2,1,640,1
2019,489.4,412.8,394.8,428.9,2,540,2
2019,466.8,503.6,567.6,432.7,1,660,1
2019,541.3,536.1,570.8,598.2,1,660,3
2019,384.6,537.8,499.8,463.6,1,580,1
2019,565.7,692.0,672.9,780.8,1,840,1
2019,498.6,574.0,565.1,479.5,2,620,2
2019,573.9,562.6,560.1,642.2,1,640,1
2019,471.0,457.8,544.8,512.5,2,500,2
2019,446.3,506.4,570.2,655.4,1,580,1
2019,407.6,491.1,500.0,380.2,3,480,2
2019,521.2,538.9,508.6,635.7,1,320,3
2019,424.3,539.6,510.3,479.7,1,360,1
2019,441.7,376.9,504.1,434.8,2,540,2
2019,539.3,589.8,578.7,590.0,1,640,1
2019,404.8,423.6,525.5,394.5,1,480,3
2019,563.4,538.7,575.8,434.7,2,900,2
2019,441.6,472.1,493.6,399.6,2,800,2
2019,545.5,659.8,624.6,621.4,1,640,1
2019,395.5,457.6,377.3,525.6,1,0,1
2019,623.9,584.8,608.9,712.9,3,880,2
2019,467.3,541.1,551.4,485.3,2,680,2
2019,412.7,371.8,459.6,467.6,1,0,3
2019,536.2,596.1,596.3,769.8,1,800,3
2019,430.6,489.3,541.4,481.7,1,640,1
2019,420.4,424.2,482.5,411.1,1,460,1
2019,444.4,529.4,519.5,574.7,2,360,2
2019,336.2,464.9,502.8,645.6,1,480,1
2019,507.6,551.5,518.5,391.0,2,720,2
2019,602.3,619.4,601.2,618.4,3,700,2
2019,549.9,588.0,600.4,539.0,1,680,1
2019,501.1,566.1,544.8,470.2,1,720,1
2019,503.6,487.0,515.9,414.9,1,540,1
2019,394.9,401.6,472.3,400.2,1,400,1
2019,475.0,543.0,564.8,422.5,1,600,1
2019,441.5,341.9,528.7,428.2,1,660,1
2019,482.8,558.4,542.2,427.3,1,480,1
2019,616.8,654.5,628.4,852.4,2,600,2
2019,531.7,522.0,539.4,558.2,2,640,2
2019,425.4,451.1,551.4,483.3,1,500,3
2019,551.9,595.1,488.1,463.1,1,900,1
2019,405.8,510.8,410.1,530.0,1,680,3
2019,411.2,442.5,495.8,494.1,1,480,3
2019,509.9,592.8,554.5,534.5,1,0,1
2019,550.8,544.8,542.7,609.3,1,720,1
2019,415.2,500.1,558.1,462.6,1,540,1
2019,404.7,448.0,441.9,448.8,1,600,1
2019,608.6,569.0,575.5,667.9,1,840,1
2019,549.2,604.6,586.0,619.7,1,880,1
2019,448.6,433.4,532.3,486.3,1,620,1
2019,380.1,392.7,386.1,400.4,2,460,2
2019,525.4,503.0,561.1,398.7,1,740,1
2019,531.5,581.9,547.6,453.3,1,640,1
2019,408.3,366.2,443.6,376.1,1,400,3
2019,437.7,502.4,549.2,387.8,1,280,1
2019,414.3,398.5,431.9,393.2,1,340,1
2019,384.6,505.3,520.9,615.8,2,560,2
2019,412.0,481.5,369.8,427.6,1,520,1
2019,521.7,573.1,481.8,414.2,2,460,2
2019,521.3,499.1,504.7,432.4,1,820,3
2019,416.1,493.7,375.0,594.0,1,0,1
2019,418.6,365.9,440.1,525.9,1,640,1
2019,456.5,442.6,461.6,448.0,1,460,1
2019,502.9,462.7,552.5,475.2,1,520,1
2019,629.5,625.4,556.5,712.7,1,800,1
2019,408.5,556.0,551.5,499.1,1,840,1
2019,411.2,389.3,544.3,481.3,2,620,2
2019,513.7,564.4,550.4,510.6,1,500,1
2019,520.0,601.7,610.0,561.7,1,660,1
2019,363.4,391.0,462.3,414.9,1,740,1
2019,566.4,532.9,525.1,536.6,1,840,1
2019,476.0,548.3,541.4,618.5,1,600,1
2019,609.8,582.4,597.7,655.4,1,580,1
2019,636.2,628.1,649.9,737.7,1,820,3
2019,394.4,386.5,398.5,395.4,2,360,2
2019,565.4,348.0,529.9,614.1,2,860,2
2019,503.0,571.6,522.8,463.7,1,600,3
2019,458.0,372.2,460.7,411.5,2,520,2
2019,473.0,537.0,558.1,540.6,2,780,2
2019,681.0,739.7,653.8,822.0,3,940,2
2019,511.7,496.3,543.8,661.5,1,680,1
2019,367.6,492.1,506.2,446.9,1,540,1
2019,463.7,423.4,534.8,667.8,1,560,1
2019,501.9,378.8,445.0,447.7,1,400,1
2019,680.6,666.6,629.9,805.4,1,540,1
2019,576.9,659.2,604.8,465.0,1,480,1
2019,423.6,471.2,486.3,398.6,1,520,1
2019,396.1,435.9,468.5,483.0,2,600,2
2019,403.8,479.5,552.0,443.6,2,420,2
2019,486.6,459.7,495.9,365.8,2,720,2
2019,612.5,625.2,587.0,709.6,1,620,3
2019,463.1,521.0,520.5,582.9,1,600,1
2019,430.3,542.4,461.9,423.7,2,460,2
2019,513.5,573.4,524.5,531.3,1,500,1
2019,401.2,565.1,543.5,566.7,2,600,2
2019,612.5,627.4,632.9,715.3,3,760,2
2019,598.3,604.6,594.3,619.4,2,580,2
2019,404.8,334.6,483.2,401.4,2,760,2
2019,461.3,543.6,478.8,568.9,1,640,1
2019,552.0,513.3,539.2,623.4,1,420,1
2019,418.5,498.8,490.6,522.6,1,580,1
2019,511.8,559.3,579.8,493.7,2,660,2
2019,478.2,482.7,534.7,515.5,1,380,1
2019,455.2,474.3,554.8,588.1,2,300,2
2019,377.8,508.8,481.2,411.7,1,500,1
2019,536.8,454.1,462.5,678.4,1,560,3
2019,594.4,579.5,613.8,807.2,1,680,1
2019,350.9,396.2,424.9,467.8,1,340,1
2019,550.1,487.8,573.7,570.8,1,540,1
2019,356.1,430.5,493.3,391.2,2,720,2
2019,407.0,426.8,460.5,454.1,1,540,1
2019,348.7,468.2,500.0,510.4,2,440,2
2019,514.0,591.9,553.5,443.2,1,580,1
2019,409.4,365.7,420.6,425.4,2,420,2
2019,529.7,545.6,518.0,404.2,2,560,2
2019,482.0,520.0,542.2,487.8,1,560,1
2019,378.4,496.9,520.2,584.2,1,560,1
2019,416.1,413.0,479.6,447.9,2,440,2
