NU_ANO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_ESCOLA,NU_NOTA_REDACAO,TP_ST_CONCLUSAO
2019,471.2,586.0,577.3,510.3,1,580,1
2019,594.5,584.9,593.7,671.6,1,700,1
2019,557.9,561.3,575.4,643.9,1,660,1
2019,375.9,491.8,550.2,640.1,1,520,3
2019,474.7,533.9,584.6,428.9,1,500,1
2019,414.3,405.3,481.7,427.2,2,640,2
2019,465.8,464.1,543.4,697.0,2,760,2
2019,464.8,499.0,530.5,455.5,1,560,1
2019,407.4,482.0,502.2,446.8,1,300,4
2019,489.2,573.6,580.7,571.2,1,820,3
2019,450.5,565.4,577.3,482.8,1,600,3
2019,448.4,508.3,496.5,443.9,2,660,2
2019,448.9,494.3,450.0,449.7,1,660,1
2019,354.4,390.5,430.0,399.4,2,360,2
2019,533.5,594.4,611.6,649.0,2,820,2
2019,610.7,613.3,561.3,769.2,1,600,3
2019,575.3,635.3,591.9,769.0,2,820,2
2019,436.0,338.3,337.0,363.5,2,420,2
2019,485.7,521.8,533.9,617.9,1,640,1
2019,558.0,599.2,580.0,442.5,1,440,1
2019,355.4,440.1,485.5,393.1,1,560,3
2019,407.2,424.3,478.6,465.5,1,500,1
2019,686.7,669.7,608.4,779.3,1,880,1
2019,465.2,560.4,569.3,544.3,2,200,2
2019,404.4,379.6,405.5,467.2,1,580,1
2019,686.8,677.0,631.3,692.1,1,860,1
2019,519.9,604.2,617.8,562.0,1,600,1
2019,355.5,392.6,498.9,432.2,1,360,1
2019,493.4,492.0,485.6,404.0,1,600,1
2019,609.3,603.5,605.9,616.2,1,660,1
2019,461.0,419.1,385.2,399.7,1,420,3
2019,557.7,630.3,591.1,730.2,3,760,2
2019,353.3,528.4,529.2,608.5,2,620,2
2019,428.7,413.0,503.5,491.4,2,460,2
2019,527.6,584.8,548.2,628.0,1,760,4
2019,481.9,433.2,526.7,621.8,1,600,1
2019,393.4,541.9,529.7,468.6,1,500,1
2019,378.5,402.6,366.4,480.7,1,460,3
2019,373.9,500.4,414.7,573.8,1,500,3
2019,422.0,525.9,496.2,472.3,1,780,1
2019,432.5,512.4,529.2,467.4,2,320,2
2019,481.2,535.8,502.4,493.4,1,840,1
2019,360.5,398.6,484.6,445.4,2,0,2
2019,462.5,486.6,553.2,592.9,3,500,2
2019,398.1,470.9,519.9,461.4,1,280,1
2019,512.2,499.8,548.1,416.7,1,620,3
2019,513.2,549.8,536.0,524.8,1,620,1
2019,409.1,426.9,440.4,382.7,2,420,2
2019,418.7,540.1,507.0,475.3,2,620,2
2019,534.3,575.9,555.3,675.4,1,540,1
2019,475.6,555.5,545.5,527.0,1,640,1
2019,522.9,587.6,576.3,601.5,1,840,1
2019,497.0,499.7,502.5,637.1,1,660,1
2019,425.9,505.9,506.0,409.6,2,600,2
2019,408.4,388.2,468.0,394.9,1,360,1
2019,447.1,488.5,470.9,431.8,1,440,1
2019,539.6,584.4,484.8,718.8,1,560,1
2019,491.9,448.8,575.4,632.2,1,740,1
2019,341.1,460.5,452.2,389.1,1,440,3
2019,444.6,523.6,528.9,448.3,1,580,1
2019,484.0,565.0,561.3,638.0,1,0,1
2019,523.8,594.0,634.1,749.4,1,700,1
2019,395.2,421.6,487.3,476.6,1,540,1
2019,426.4,474.7,422.3,472.4,2,480,2
2019,374.4,410.6,393.8,430.6,2,0,2
2019,508.8,552.6,518.1,401.6,1,740,1
2019,344.4,384.7,374.5,417.1,2,260,2
2019,508.8,529.7,592.1,399.4,1,580,1
2019,466.7,355.6,509.7,500.1,1,640,1
2019,557.5,562.4,554.0,481.5,1,880,1
2019,559.7,577.7,573.7,629.8,1,640,1
2019,540.7,602.0,582.1,591.9,1,760,1
2019,650.2,633.1,648.6,703.4,1,640,1
2019,396.9,360.5,359.3,452.1,2,440,2
2019,431.9,506.7,515.2,502.9,1,580,1
2019,394.9,514.9,505.9,448.5,1,460,1
2019,476.9,444.2,460.2,527.1,1,500,1
2019,456.3,581.7,576.9,360.4,1,640,1
2019,472.8,480.9,455.0,491.2,3,600,2
2019,535.4,620.5,551.6,568.3,2,580,2
2019,442.9,468.6,445.8,439.0,2,360,2
2019,546.6,577.8,622.0,494.4,3,820,2
2019,442.0,545.2,567.6,448.5,1,820,1
2019,396.3,397.2,488.4,471.0,2,520,2
2019,474.8,507.5,504.5,573.0,1,580,1
2019,602.5,653.2,639.0,769.1,1,880,1
2019,424.9,474.6,466.9,397.4,1,340,1
2019,568.4,621.9,609.1,723.5,1,700,1
2019,341.9,458.1,438.2,393.0,1,440,1
2019,433.7,419.0,399.1,368.6,1,500,3
2019,629.4,639.0,633.2,798.4,1,660,1
2019,555.9,486.1,500.1,587.5,2,660,2
2019,542.8,523.0,519.3,592.2,1,740,1
2019,486.3,516.7,538.7,452.2,2,740,2
2019,436.0,494.3,540.5,454.6,2,520,2
2019,581.3,604.7,628.9,745.6,1,800,1
2019,456.9,512.5,470.7,387.9,1,460,1
2019,392.5,433.5,445.3,478.7,1,400,1
2019,492.4,496.4,529.9,473.9,1,580,1
2019,547.9,476.6,571.2,523.6,2,360,2
2019,379.2,469.9,445.5,387.5,1,400,1
2019,479.2,533.0,538.9,475.3,2,520,2
2019,435.1,447.1,465.6,436.4,1,0,3
2019,390.2,373.5,490.2,455.0,1,300,1
2019,336.6,467.3,504.6,426.9,3,560,2
2019,449.0,517.8,560.2,545.3,1,900,1
2019,540.2,594.0,587.0,538.0,1,460,1
2019,519.0,511.4,547.5,502.6,1,640,1
2019,453.8,541.0,541.8,408.4,2,640,2
2019,422.7,537.6,536.1,495.1,2,580,2
2019,475.4,463.0,456.5,560.8,2,420,2
2019,352.4,457.4,487.5,504.9,1,560,1
2019,605.7,571.1,583.5,570.9,1,580,3
2019,365.5,474.9,528.9,449.7,1,620,3
2019,384.5,430.6,373.3,391.2,2,0,2
2019,399.1,575.9,571.1,462.2,2,700,2
2019,488.1,471.1,525.5,478.5,2,640,2
2019,443.6,375.9,465.0,424.3,1,520,1
2019,492.8,339.0,544.8,382.1,1,600,1
2019,446.7,535.4,535.6,498.3,1,540,1
2019,426.4,361.9,504.9,500.5,2,620,2
2019,675.5,600.6,596.7,664.0,3,700,2
2019,360.1,399.5,499.8,500.3,1,360,1
2019,481.1,563.3,533.6,489.9,2,560,2
2019,587.7,641.9,700.1,715.8,1,780,3
2019,419.4,435.4,475.0,373.1,1,440,1
2019,515.9,516.9,548.9,539.5,1,580,1
2019,387.1,491.3,467.1,403.6,2,360,2
2019,538.4,574.2,571.5,572.5,1,720,1
2019,536.7,510.8,549.6,519.3,2,680,2
2019,431.3,470.2,505.2,401.8,2,580,2
2019,477.2,547.6,571.2,590.9,1,620,1
2019,487.2,431.2,446.4,425.5,1,560,3
2019,474.3,441.4,549.0,532.9,1,580,3
2019,491.5,510.7,500.8,410.5,1,660,1
2019,458.6,439.0,485.8,559.5,1,660,3
2019,610.4,659.9,599.2,745.0,2,820,2
2019,416.8,585.2,530.3,513.0,1,800,1
2019,453.9,375.2,464.3,375.2,2,380,2
2019,347.2,461.5,502.8,474.9,2,420,2
2019,374.0,332.1,468.7,413.1,2,500,2
2019,358.5,415.0,378.9,510.0,1,520,1
2019,485.9,368.4,454.8,390.5,2,340,2
2019,463.8,531.2,548.3,453.5,1,620,1
2019,343.4,508.8,526.9,502.9,2,600,2
2019,430.3,520.2,486.9,420.1,2,580,2
2019,488.5,500.6,539.7,581.2,1,620,3
2019,387.2,377.5,451.3,436.3,1,360,1
2019,466.8,419.3,577.2,522.3,2,680,2
2019,412.8,397.3,368.3,459.6,2,0,2
2019,447.4,578.1,524.3,441.1,1,540,1
2019,468.5,549.8,523.9,424.9,1,640,3
2019,400.9,361.2,402.5,489.5,1,640,1
2019,425.7,479.7,495.5,474.9,1,720,1
2019,387.9,516.3,531.2,441.5,1,600,1
2019,629.0,666.4,655.3,747.1,1,820,1
2019,616.6,609.7,616.7,743.6,3,740,2
2019,447.0,352.6,426.9,386.5,1,320,3
2019,544.7,609.9,578.1,653.0,1,720,3
2019,392.4,406.5,517.7,581.1,2,440,2
2019,514.9,572.5,577.8,392.7,1,640,1
2019,530.7,566.6,528.8,569.9,1,780,1
2019,603.3,615.9,571.9,665.5,1,780,1
2019,537.6,558.5,597.3,624.4,1,620,1
2019,558.2,471.2,530.5,714.6,1,940,1
2019,409.9,485.7,497.7,452.3,1,660,1
2019,533.5,528.9,572.7,653.1,1,540,1
2019,609.7,539.2,597.6,549.5,1,580,1
2019,612.2,600.4,606.8,743.9,3,740,2
2019,647.6,705.0,606.8,755.9,1,860,1
2019,394.8,418.7,446.3,600.7,1,760,1
2019,443.7,444.2,470.8,538.7,1,820,1
2019,521.4,603.1,572.4,685.0,1,880,1
2019,493.8,563.0,576.6,530.1,2,580,2
2019,415.6,512.3,526.8,511.1,2,520,2
2019,381.3,409.2,498.5,403.7,1,300,1
2019,392.0,361.5,452.3,410.4,2,420,2
2019,425.0,375.4,386.0,462.0,2,260,2
2019,420.0,515.7,546.6,450.7,2,520,2
2019,343.0,433.4,465.6,415.7,1,400,1
2019,375.7,460.2,466.1,590.5,1,320,1
2019,507.0,572.6,608.4,500.9,1,640,1
2019,445.8,422.9,516.4,571.1,1,580,3
2019,568.5,607.3,600.8,583.5,1,680,3
2019,450.5,533.5,529.9,536.7,1,600,1
2019,363.8,483.5,536.2,426.5,2,500,2
2019,383.2,462.7,487.1,698.1,2,640,2
2019,480.8,525.7,519.2,389.3,1,400,1
2019,539.1,658.4,569.6,578.2,3,540,2
2019,564.3,579.2,576.8,673.7,1,660,1
2019,471.5,525.5,513.4,399.0,1,560,1
2019,470.1,522.9,551.1,536.1,2,540,2
2019,419.2,495.0,481.9,481.3,2,280,2
2019,364.8,410.5,349.2,362.7,1,240,1
2019,455.0,544.6,493.2,549.3,2,520,2
2019,424.4,447.2,470.6,491.4,1,540,3
2019,428.1,457.3,488.2,441.1,1,600,3
2019,530.9,556.0,589.6,568.0,1,780,3
2019,503.6,561.7,581.7,530.8,1,860,3
2019,378.6,499.5,456.9,371.2,1,380,1
2019,546.9,636.6,587.6,699.7,2,880,2
2019,458.3,463.7,439.5,426.0,1,300,1
2019,424.0,447.8,395.6,408.6,2,300,2
2019,430.1,489.1,504.9,452.0,1,480,1
2019,532.0,556.5,551.0,505.6,2,560,2
2019,437.0,548.0,561.2,414.5,1,580,1
2019,410.2,339.2,358.6,404.8,2,0,2
2019,369.9,537.6,497.7,376.8,1,640,1
2019,547.5,515.3,551.9,528.9,1,600,1
2019,533.7,583.5,560.0,555.0,1,920,1
2019,435.8,559.0,564.6,576.7,1,640,1
2019,504.3,493.0,523.6,502.8,2,660,2
2019,410.1,565.8,551.9,559.2,1,560,1
2019,546.7,598.2,539.9,565.8,2,600,2
2019,596.7,588.8,605.8,565.8,1,760,3
2019,431.5,511.4,421.8,374.9,1,660,1
2019,465.1,455.0,542.6,539.6,1,760,1
2019,511.4,564.6,540.8,640.6,1,620,1
2019,487.4,332.4,445.0,472.6,1,460,1
2019,464.3,444.5,509.5,514.6,2,440,2
2019,502.9,467.4,509.8,464.0,1,600,1
2019,382.0,404.0,507.1,417.8,1,360,1
2019,410.0,439.3,465.2,409.1,1,460,1
2019,459.4,469.2,504.8,497.9,3,540,2
2019,541.1,579.2,589.9,641.0,1,820,3
2019,443.6,493.2,467.6,423.8,1,460,1
2019,470.8,583.6,579.6,631.9,1,960,1
2019,563.0,569.8,596.1,550.0,1,820,1
2019,400.9,403.6,373.3,501.0,2,280,2
2019,535.2,594.8,612.6,585.7,3,760,2
2019,534.6,659.5,638.8,533.8,1,600,1
2019,487.3,479.1,523.4,480.5,1,560,1
2019,359.0,384.9,521.5,410.8,2,460,2
2019,446.8,454.3,447.8,439.1,2,400,2
2019,366.3,492.9,457.7,527.9,1,300,1
2019,449.1,495.5,507.3,400.1,1,500,1
2019,570.1,581.1,595.8,681.7,1,740,1
2019,516.5,514.0,524.8,435.9,1,500,1
2019,475.7,490.5,514.0,449.8,1,560,1
2019,418.7,520.8,482.1,680.6,1,600,1
2019,434.1,507.2,557.9,600.4,2,760,2
2019,546.2,525.2,530.0,461.5,2,640,2
2019,382.2,436.3,517.6,369.5,2,600,2
2019,499.6,473.7,465.1,446.2,1,400,3
2019,583.9,606.1,590.6,723.7,1,740,1
2019,340.9,471.1,483.2,499.7,1,720,1
2019,559.4,674.7,579.8,672.6,3,600,2
2019,393.4,530.3,562.5,411.7,2,560,2
2019,476.0,562.6,574.8,596.4,1,580,1
2019,646.1,614.5,590.1,747.6,1,840,1
2019,463.3,509.1,531.9,484.6,3,640,2
2019,541.5,584.3,530.0,571.3,1,740,3
2019,589.7,616.6,605.2,635.8,1,780,1
2019,592.7,573.6,558.9,706.5,3,880,2
2019,468.4,566.0,551.7,526.9,2,700,2
2019,463.4,553.4,557.5,502.8,1,600,1
2019,561.1,567.9,569.7,615.0,1,640,1
2019,453.9,508.8,555.3,591.7,3,580,2
2019,453.5,339.3,389.8,422.1,1,500,1
2019,466.0,496.0,549.8,544.1,2,760,2
2019,470.4,531.3,563.8,592.8,2,620,2
2019,410.4,479.7,371.4,627.9,1,360,1
2019,504.0,472.2,478.0,418.4,2,300,2
2019,456.0,495.9,588.0,531.5,1,840,1
2019,599.2,573.3,548.0,710.9,3,860,2
2019,443.4,562.3,514.5,513.2,1,740,1
2019,475.5,400.9,498.6,443.0,1,580,1
2019,432.0,542.9,515.8,430.0,2,480,2
2019,432.7,548.8,575.3,661.9,2,900,2
2019,452.3,479.5,570.0,437.3,1,620,1
2019,581.3,562.3,569.1,523.4,3,720,2
2019,438.4,434.1,415.8,412.5,1,440,3
2019,577.9,565.4,567.3,625.3,1,600,3
2019,407.2,459.1,495.1,418.4,2,580,2
2019,388.7,535.1,532.8,460.5,2,680,2
2019,563.9,392.4,434.1,643.3,1,680,1
2019,417.6,578.4,588.0,458.6,1,680,1
2019,491.9,526.6,500.3,545.0,1,640,3
2019,574.7,532.8,546.2,601.3,1,480,1
2019,432.7,473.5,471.8,566.0,1,520,1
2019,434.5,461.9,516.0,547.1,2,580,2
2019,436.0,589.6,549.0,646.3,1,560,1
2019,543.4,463.9,523.2,515.9,2,480,2
2019,577.3,555.8,581.5,555.4,1,560,1
2019,547.9,616.9,553.5,659.9,1,680,1
2019,535.0,545.5,506.0,540.8,1,540,1
2019,427.2,447.3,524.8,468.9,2,360,2
2019,454.3,592.6,541.9,527.2,1,620,1
2019,513.1,548.3,537.3,459.6,1,680,1
2019,425.7,437.4,450.7,401.6,2,0,2
2019,462.0,512.1,506.7,422.8,1,500,1
2019,488.4,551.9,527.4,449.5,1,760,1
2019,572.1,607.7,548.9,698.9,3,720,2
2019,541.3,579.0,556.9,677.1,1,800,1
2019,421.4,501.8,498.0,386.4,1,460,1
2019,477.1,512.3,567.4,496.8,2,740,2
2019,529.1,534.9,501.7,584.1,1,820,1
2019,458.8,518.2,513.6,521.7,1,540,1
2019,526.5,550.0,583.4,459.5,2,560,2
2019,382.9,414.5,491.5,480.9,1,560,1
2019,501.4,585.6,540.1,453.6,1,600,1
2019,542.5,421.5,433.6,502.3,1,360,3
2019,402.2,407.2,424.4,547.5,1,520,1
2019,490.5,495.8,514.7,530.1,1,600,1
2019,416.4,342.1,477.4,410.3,2,560,2
2019,414.0,385.7,528.6,453.5,1,580,1
2019,447.8,378.1,428.0,569.4,1,0,1
2019,426.6,393.7,474.0,406.5,1,380,1
2019,541.7,564.9,526.0,467.7,1,580,1
2019,402.7,466.7,447.4,412.1,2,520,2
2019,416.1,446.4,498.9,506.1,2,380,2
2019,395.7,407.0,464.7,448.7,2,620,2
2019,380.0,488.4,475.0,557.6,1,460,1
2019,546.5,471.0,539.2,525.6,1,600,1
2019,417.1,524.1,523.9,569.5,2,660,2
2019,367.9,424.5,473.4,428.1,1,560,1
2019,514.7,513.8,546.0,538.9,1,600,3
2019,470.7,585.2,549.2,477.4,2,780,2
2019,453.6,486.3,512.0,466.8,1,580,1
2019,445.5,343.4,370.3,454.1,2,380,2
2019,633.7,672.8,672.3,736.1,1,800,3
2019,567.5,608.0,599.7,752.4,3,500,2
2019,412.6,431.8,530.1,538.0,2,480,2
2019,550.0,619.6,612.1,505.2,3,680,2
2019,503.8,456.2,475.9,519.5,1,520,3
2019,434.0,351.0,410.2,424.1,1,560,1
2019,372.2,505.8,566.1,576.3,1,600,1
2019,467.3,491.3,448.3,421.2,2,600,2
2019,597.6,610.3,570.1,541.0,1,920,1
2019,564.6,569.0,520.1,543.2,1,620,3
2019,346.6,408.0,368.4,373.5,2,540,2
2019,417.4,423.4,466.4,437.0,2,460,2
2019,535.4,534.3,569.0,609.4,2,640,2
2019,584.1,648.1,569.6,662.9,1,880,1
2019,402.3,435.4,434.6,525.3,1,460,1
2019,508.9,535.9,529.2,387.8,2,560,2
2019,377.9,351.0,472.5,483.8,1,440,1
2019,534.3,517.8,454.8,410.5,1,600,1
2019,580.4,608.1,593.1,644.6,3,800,2
2019,393.9,550.0,564.7,477.4,1,560,1
2019,367.1,381.0,391.7,442.8,1,0,1
2019,448.6,454.1,524.8,595.3,1,620,3
2019,436.6,458.3,477.1,568.4,2,340,2
2019,495.4,540.3,539.7,575.4,2,540,2
2019,426.0,411.9,441.3,476.8,1,480,3
2019,444.6,408.4,502.0,506.1,1,520,1
2019,452.4,529.1,535.3,463.5,1,600,1
2019,609.9,399.8,561.9,555.0,1,660,1
2019,528.1,477.3,556.2,570.4,2,580,2
2019,433.8,505.5,526.8,541.2,1,600,1
2019,555.5,597.7,562.3,666.0,2,780,2
2019,544.8,568.4,573.3,659.5,1,900,3
2019,447.7,417.2,469.6,436.1,2,480,2
2019,600.5,665.9,624.7,726.9,1,860,1
2019,530.3,623.5,573.3,659.6,1,620,3
2019,389.8,365.6,322.6,418.7,1,480,1
2019,741.6,685.0,621.3,801.2,1,960,1
2019,571.6,595.9,625.0,697.2,1,720,3
2019,382.1,470.1,472.4,432.9,2,500,2
2019,501.2,539.1,519.5,551.6,1,560,1
2019,600.1,607.5,607.0,696.8,1,900,1
2019,420.3,354.5,504.2,394.6,3,620,2
2019,401.8,453.6,533.9,542.2,3,700,2
2019,541.9,580.6,586.1,647.8,2,660,2
2019,368.7,370.8,488.4,421.8,1,460,1
2019,408.7,502.2,528.1,529.4,2,600,2
2019,547.9,623.3,627.3,589.4,1,780,1
2019,523.4,497.5,516.0,540.9,1,620,1
2019,624.1,655.2,587.2,773.9,1,920,1
2019,548.3,560.8,552.5,654.5,1,620,1
2019,372.8,472.9,509.8,411.5,1,620,1
2019,387.4,449.9,498.7,409.2,2,300,2
2019,530.6,633.5,603.8,699.8,2,920,2
2019,389.1,440.1,479.9,463.0,1,340,1
2019,485.9,561.1,576.8,476.2,1,0,1
2019,539.4,580.2,565.9,471.3,2,420,2
2019,455.2,516.1,530.7,541.0,1,0,1
2019,568.0,605.4,589.4,723.8,1,620,3
2019,430.4,390.2,417.6,531.3,1,580,1
2019,527.1,539.1,582.0,587.0,3,600,2
2019,558.1,633.7,597.3,533.3,1,500,1
2019,459.5,466.5,578.2,407.0,2,580,2
2019,484.2,573.1,565.5,521.8,2,700,2
2019,540.4,615.5,595.8,464.6,1,700,1
2019,546.3,521.8,511.2,529.3,1,560,1
2019,466.1,569.2,558.6,444.3,1,580,1
2019,538.1,599.7,476.9,701.3,3,660,2
2019,393.6,485.1,496.5,423.7,2,480,2
2019,498.4,638.6,587.2,752.1,1,720,1
2019,423.4,523.4,464.2,388.4,1,440,1
2019,455.1,433.7,446.4,395.2,1,380,1
2019,364.0,418.4,450.2,476.9,2,480,2
2019,472.4,450.6,561.6,549.0,1,560,1
2019,541.3,476.6,533.9,417.7,1,740,1
2019,365.4,459.6,498.1,459.1,1,640,1
2019,439.4,479.6,564.0,601.5,1,540,1
2019,377.7,437.3,401.0,429.2,2,580,2
2019,486.9,504.9,544.1,678.5,2,560,2
2019,474.6,555.4,510.4,490.4,1,560,3
2019,408.0,451.3,454.5,444.7,1,540,1
2019,577.0,586.6,568.3,480.0,2,700,2
2019,475.9,547.3,541.6,430.4,1,620,1
2019,564.4,631.2,600.8,668.7,1,660,1
2019,615.0,588.2,602.8,743.2,1,780,1
2019,505.7,375.5,414.3,491.3,2,580,2
2019,528.1,567.3,558.4,665.9,1,640,3
2019,637.3,612.6,463.7,726.5,1,900,1
2019,461.1,431.8,437.9,414.7,1,320,1
2019,428.0,574.2,512.0,564.3,1,580,3
2019,566.1,582.4,551.6,625.7,2,760,2
2019,579.0,577.7,566.8,602.9,1,580,1
2019,507.7,608.3,602.6,635.6,1,760,1
2019,385.3,478.9,484.8,465.2,2,580,2
2019,496.5,561.4,561.3,465.8,2,780,2
2019,540.6,515.1,593.9,639.5,1,600,3
2019,459.5,561.1,566.6,579.2,1,500,1
2019,420.7,388.1,481.2,456.8,2,400,2
2019,395.1,349.9,362.7,394.6,1,560,1
2019,485.4,465.2,523.9,524.0,1,660,1
2019,493.7,442.0,523.5,523.7,1,440,3
2019,589.0,630.7,593.3,685.8,1,900,1
2019,384.7,493.5,497.9,430.9,1,440,1
2019,511.5,578.9,553.8,558.8,1,880,1
2019,548.7,585.8,598.8,471.5,1,640,1
2019,607.5,561.4,581.9,609.1,1,560,1
2019,343.4,404.8,461.0,370.6,1,0,1
2019,498.0,550.7,565.9,495.4,2,580,2
2019,368.1,426.9,480.4,395.2,1,660,1
2019,384.8,418.1,459.7,490.5,1,640,1
2019,406.2,325.4,397.2,437.9,1,360,1
2019,479.2,342.8,436.6,454.3,2,600,2
2019,566.9,639.7,601.8,644.4,2,620,2
2019,408.0,370.9,443.3,428.8,2,240,2
2019,421.0,486.0,491.2,559.1,1,720,1
2019,453.1,518.0,541.8,449.3,1,580,1
2019,404.7,567.1,542.2,558.8,1,520,4
2019,395.0,444.6,456.2,404.2,2,0,2
2019,469.2,525.3,561.1,570.0,1,560,1
2019,539.5,480.8,538.8,527.6,1,480,1
2019,364.0,402.8,455.8,478.3,1,360,1
2019,520.5,558.9,580.7,641.7,1,560,1
2019,364.9,468.9,389.9,494.0,1,0,1
2019,346.8,407.5,411.9,382.5,1,420,3
2019,356.7,354.9,476.7,383.5,2,340,2
2019,385.0,476.6,499.1,404.5,2,460,2
2019,372.1,385.1,543.6,474.5,1,600,3
2019,512.3,533.3,515.1,558.8,2,620,2
2019,592.2,616.9,637.7,686.7,2,620,2
2019,456.1,498.7,498.3,484.9,1,340,1
2019,471.5,522.4,525.4,551.1,2,600,2
2019,644.1,528.5,565.5,531.0,1,740,1
2019,392.6,569.7,566.5,496.2,1,640,3
2019,531.6,552.4,517.0,652.3,1,900,3
2019,614.1,642.8,626.3,789.0,1,780,1
2019,395.9,362.7,409.9,394.4,2,340,2
2019,535.0,519.7,575.4,668.5,1,920,1
2019,475.9,413.2,483.8,474.2,1,660,1
2019,422.6,491.7,558.4,366.8,2,560,2
2019,419.2,465.8,481.9,396.7,2,580,2
2019,380.2,468.5,452.0,420.1,2,480,2
2019,419.7,369.3,523.7,523.9,3,680,2
2019,512.5,546.2,564.3,452.7,1,720,3
2019,483.7,559.4,510.5,415.3,2,560,2
2019,616.6,619.9,584.5,629.1,2,800,2
2019,418.5,356.9,486.8,466.0,2,420,2
2019,445.4,543.0,546.1,432.3,1,360,1
2019,444.2,336.7,469.6,510.1,1,640,3
2019,387.9,407.9,510.1,468.8,1,320,1
2019,352.8,453.4,371.7,396.6,1,560,1
2019,522.3,554.9,551.8,590.4,1,780,3
2019,509.9,556.5,582.2,641.3,2,600,2
2019,516.5,615.5,550.8,625.6,3,720,2
2019,418.0,488.2,528.1,420.3,1,580,1
2019,538.4,590.7,508.8,651.3,1,520,3
2019,542.5,560.1,580.0,659.7,1,640,3
2019,348.8,368.0,414.8,408.4,2,420,2
2019,410.7,378.1,508.0,405.8,2,680,2
2019,569.3,648.1,616.2,860.5,3,740,2
2019,511.9,589.7,531.8,509.3,1,920,1
2019,447.3,426.6,510.3,401.8,2,220,2
2019,604.3,640.9,634.3,663.6,1,640,1
2019,559.4,533.8,552.9,503.5,1,700,3
2019,505.7,522.2,535.1,575.8,1,680,1
2019,584.1,483.0,569.7,601.5,1,280,1
2019,511.0,512.5,522.1,429.1,2,680,2
2019,411.1,375.2,439.7,569.7,1,480,1
2019,526.0,590.6,567.8,485.6,3,580,2
2019,465.2,414.8,415.1,447.7,1,400,1
2019,417.3,480.5,561.2,587.1,1,560,1
2019,575.3,601.5,618.7,570.3,3,900,2
2019,550.8,556.2,556.0,597.4,1,680,1
2019,385.7,444.5,425.0,400.3,1,560,3
2019,491.5,570.8,568.6,557.5,2,640,2
2019,361.8,411.6,420.0,454.7,1,480,1
2019,425.6,457.3,391.6,473.2,1,260,1
2019,536.5,554.8,556.3,639.9,3,900,2
2019,561.7,583.2,570.2,616.7,1,640,1
2019,394.9,475.3,535.8,521.5,2,800,2
2019,595.0,568.4,541.3,599.6,1,800,1
2019,414.7,466.7,417.7,369.2,2,600,2
2019,486.3,588.4,544.0,457.3,1,700,1
2019,425.1,556.5,552.6,481.2,2,620,2
2019,548.6,521.7,547.3,532.3,1,560,1
2019,622.5,612.8,616.3,677.3,3,760,2
2019,439.5,429.3,456.1,484.5,2,440,2
2019,537.4,427.9,529.2,546.4,1,640,1
2019,446.5,530.8,541.7,478.0,1,420,1
2019,609.8,603.9,602.8,733.7,3,780,2
2019,446.5,519.6,557.6,503.3,2,880,2
2019,549.2,490.4,455.1,529.4,1,580,3
2019,529.6,582.7,573.2,700.6,1,780,3
2019,461.5,560.3,571.7,463.3,2,600,2
2019,573.8,552.3,558.9,559.4,1,640,1
2019,348.3,416.7,487.6,501.8,1,580,1
2019,500.5,527.2,550.3,496.9,1,560,1
2019,379.5,447.0,430.4,418.8,1,320,1
2019,508.5,545.1,488.1,548.3,1,440,1
2019,467.4,540.1,487.1,395.2,2,320,2
2019,577.7,571.3,543.9,616.5,1,680,1
2019,407.3,489.5,561.1,463.1,1,580,1
2019,386.2,413.8,453.5,403.1,1,840,1
2019,459.0,565.7,392.9,448.7,2,560,2
2019,448.0,469.1,528.8,552.5,1,360,1
2019,546.6,546.9,556.2,463.2,2,560,2
2019,382.6,545.8,492.3,541.5,3,560,2
2019,382.8,452.4,476.6,475.8,1,580,1
2019,366.5,483.3,540.0,451.6,1,300,1
2019,503.3,421.7,477.7,616.1,1,380,1
2019,550.9,632.6,605.4,602.3,1,660,1
2019,547.0,547.5,528.7,460.8,1,760,3
2019,453.6,367.0,530.1,536.5,2,620,2
2019,567.1,559.5,529.7,680.1,2,960,2
2019,521.7,504.2,526.0,554.1,2,640,2
2019,524.6,470.5,493.0,413.6,1,860,1
2019,544.5,549.7,551.8,627.7,1,480,1
2019,458.3,557.3,580.3,637.7,2,360,2
2019,418.3,456.2,481.0,518.2,2,0,2
2019,394.3,467.0,505.6,430.1,1,620,1
2019,358.2,499.7,491.6,415.3,2,500,2
2019,510.2,421.9,486.6,561.6,1,720,1
2019,550.0,534.8,542.4,475.6,1,580,1
2019,435.0,457.7,474.2,368.7,1,0,1
2019,389.5,352.1,425.5,487.7,1,300,1
2019,543.5,422.3,424.9,463.4,1,180,3
2019,425.0,440.0,410.0,580.4,1,480,1
2019,443.2,507.0,558.4,504.2,1,640,1
2019,593.3,639.0,631.6,730.1,3,640,2
2019,453.9,538.5,496.5,454.2,2,440,2
2019,470.9,547.5,566.0,570.7,1,540,1
2019,587.9,620.2,608.5,667.9,1,680,3
2019,402.0,434.2,435.5,410.1,2,560,2
2019,579.9,681.0,656.7,716.5,1,880,3
2019,513.6,520.2,550.0,619.6,1,360,1
2019,489.6,465.2,548.8,436.5,1,480,1
2019,611.9,635.6,599.3,691.8,2,920,2
2019,590.6,663.1,604.0,724.0,3,680,2
